x,y,heading
-14.823223304703363,-14.823223304703363,0.7853981633974483
-14.646446609406727,-14.646446609406727,0.7853981633974483
-14.46966991411009,-14.46966991411009,0.7853981633974483
-14.292893218813454,-14.292893218813454,0.7853981633974483
-14.116116523516817,-14.116116523516817,0.7853981633974483
-13.93933982822018,-13.93933982822018,0.7853981633974483
-13.762563132923544,-13.762563132923544,0.7853981633974483
-13.585786437626908,-13.585786437626908,0.7853981633974483
-13.409009742330271,-13.409009742330271,0.7853981633974483
-13.232233047033635,-13.232233047033635,0.7853981633974483
-13.055456351736998,-13.055456351736998,0.7853981633974483
-12.878679656440362,-12.878679656440362,0.7853981633974483
-12.701902961143725,-12.701902961143725,0.7853981633974483
-12.525126265847089,-12.525126265847089,0.7853981633974483
-12.348349570550452,-12.348349570550452,0.7853981633974483
-12.171572875253815,-12.171572875253815,0.7853981633974483
-11.994796179957179,-11.994796179957179,0.7853981633974483
-11.818019484660542,-11.818019484660542,0.7853981633974483
-11.641242789363906,-11.641242789363906,0.7853981633974483
-11.46446609406727,-11.46446609406727,0.7853981633974483
-11.287689398770633,-11.287689398770633,0.7853981633974483
-11.110912703473996,-11.110912703473996,0.7853981633974483
-10.93413600817736,-10.93413600817736,0.7853981633974483
-10.757359312880723,-10.757359312880723,0.7853981633974483
-10.580582617584087,-10.580582617584087,0.7853981633974483
-10.40380592228745,-10.40380592228745,0.7853981633974483
-10.227029226990814,-10.227029226990814,0.7853981633974483
-10.050252531694177,-10.050252531694177,0.7853981633974483
-9.87347583639754,-9.87347583639754,0.7853981633974483
-9.696699141100904,-9.696699141100904,0.7853981633974483
-9.519922445804267,-9.519922445804267,0.7853981633974483
-9.343145750507631,-9.343145750507631,0.7853981633974483
-9.166369055210994,-9.166369055210994,0.7853981633974483
-8.989592359914358,-8.989592359914358,0.7853981633974483
-8.812815664617721,-8.812815664617721,0.7853981633974483
-8.636038969321085,-8.636038969321085,0.7853981633974483
-8.459262274024448,-8.459262274024448,0.7853981633974483
-8.282485578727812,-8.282485578727812,0.7853981633974483
-8.105708883431175,-8.105708883431175,0.7853981633974483
-7.928932188134539,-7.928932188134539,0.7853981633974483
-7.752155492837902,-7.752155492837902,0.7853981633974483
-7.575378797541266,-7.575378797541266,0.7853981633974483
-7.398602102244629,-7.398602102244629,0.7853981633974483
-7.221825406947993,-7.221825406947993,0.7853981633974483
-7.045048711651356,-7.045048711651356,0.7853981633974483
-6.8682720163547195,-6.8682720163547195,0.7853981633974483
-6.691495321058083,-6.691495321058083,0.7853981633974483
-6.5147186257614464,-6.5147186257614464,0.7853981633974483
-6.33794193046481,-6.33794193046481,0.7853981633974483
-6.161165235168173,-6.161165235168173,0.7853981633974483
-5.984388539871537,-5.984388539871537,0.7853981633974483
-5.8076118445749,-5.8076118445749,0.7853981633974483
-5.630835149278264,-5.630835149278264,0.7853981633974483
-5.454058453981627,-5.454058453981627,0.7853981633974483
-5.277281758684991,-5.277281758684991,0.7853981633974483
-5.100505063388354,-5.100505063388354,0.7853981633974483
-4.923728368091718,-4.923728368091718,0.7853981633974483
-4.746951672795081,-4.746951672795081,0.7853981633974483
-4.570174977498445,-4.570174977498445,0.7853981633974483
-4.393398282201808,-4.393398282201808,0.7853981633974483
-4.2166215869051715,-4.2166215869051715,0.7853981633974483
-4.039844891608535,-4.039844891608535,0.7853981633974483
-3.863068196311898,-3.863068196311898,0.7853981633974483
-3.686291501015261,-3.686291501015261,0.7853981633974483
-3.509514805718624,-3.509514805718624,0.7853981633974483
-3.332738110421987,-3.332738110421987,0.7853981633974483
-3.15596141512535,-3.15596141512535,0.7853981633974483
-2.979184719828713,-2.979184719828713,0.7853981633974483
-2.802408024532076,-2.802408024532076,0.7853981633974483
-2.625631329235439,-2.625631329235439,0.7853981633974483
-2.448854633938802,-2.448854633938802,0.7853981633974483
-2.2720779386421652,-2.2720779386421652,0.7853981633974483
-2.0953012433455283,-2.0953012433455283,0.7853981633974483
-1.9185245480488913,-1.9185245480488913,0.7853981633974483
-1.7417478527522543,-1.7417478527522543,0.7853981633974483
-1.5649711574556173,-1.5649711574556173,0.7853981633974483
-1.3881944621589803,-1.3881944621589803,0.7853981633974483
-1.2114177668623434,-1.2114177668623434,0.7853981633974483
-1.0346410715657064,-1.0346410715657064,0.7853981633974483
-0.8578643762690695,-0.8578643762690695,0.7853981633974483
-0.6810876809724327,-0.6810876809724327,0.7853981633974483
-0.5043109856757958,-0.5043109856757958,0.7853981633974483
-0.32753429037915893,-0.32753429037915893,0.7853981633974483
-0.15075759508252204,-0.15075759508252207,0.7853981633974483
0.026019100214114854,0.0260191002141148,0.7853981633974483
0.20279579551075175,0.20279579551075166,0.7853981633974483
0.37957249080738864,0.37957249080738853,0.7853981633974483
